"Day No","Period No","Teacher Code","Precedes","Session No","Session Name","Session Code","Unavailable"
"3","5","BII","True","1","Before Period 5 Day 3","L2","True"
"4","4","BII","False","1","After Period 4 Day 4","L1","True"
"5","6","BII","False","1","After Period 6 Day 5","AS","True"
"9","4","BII","False","1","After Period 4 Day 9","L1","True"
"9","5","BII","True","1","Before Period 5 Day 9","L2","True"
"3","6","CDS","False","1","After Period 6 Day 3","AS","True"
"5","4","CDS","False","1","After Period 4 Day 5","L1","True"
"5","5","CDS","True","1","Before Period 5 Day 5","L2","True"
"7","6","CDS","False","1","After Period 6 Day 7","AS","True"
"8","6","CDS","False","1","After Period 6 Day 8","AS","True"
"8","2","CDS","False","1","After Period 2 Day 8","R","True"
"9","6","CDS","False","1","After Period 6 Day 9","AS","True"
"10","2","CDS","False","1","After Period 2 Day 10","R","True"
"1","2","CDS","False","1","AfterPeriod2Day1","R","True"
"3","5","CDS","True","1","Before Period 5 Day 3","L2","True"
"3","4","CDS","False","1","After Period 4 Day 3","L1","True"
"4","2","CDS","False","1","After Period 2 Day 4","R","True"
"4","4","CDS","False","1","After Period 4 Day 4","L1","True"
"4","5","CDS","True","1","Before Period 5 Day 4","L2","True"
"4","6","CDS","False","1","After Period 6 Day 4","AS","True"
"9","4","CDS","False","1","After Period 4 Day 9","L1","True"
"9","5","CDS","True","1","Before Period 5 Day 9","L2","True"
"8","4","CDS","False","1","After Period 4 Day 8","L1","True"
"8","5","CDS","True","1","Before Period 5 Day 8","L2","True"
"10","4","CDS","False","1","After Period 4 Day 10","L1","True"
"10","5","CDS","True","1","Before Period 5 Day 10","L2","True"
"1","2","CNM","False","1","AfterPeriod2Day1","R","True"
"1","6","CNM","False","1","AfterPeriod6Day1","AS","True"
"4","6","CNM","False","1","After Period 6 Day 4","AS","True"
"5","5","CNM","True","1","Before Period 5 Day 5","L2","True"
"5","4","CNM","False","1","After Period 4 Day 5","L1","True"
"6","6","CNM","False","1","After Period 6 Day 6","AS","True"
"9","6","CNM","False","1","After Period 6 Day 9","AS","True"
"2","6","CNM","False","1","After Period 6 Day 2","AS","True"
"4","5","CNM","True","1","Before Period 5 Day 4","L2","True"
"4","4","CNM","False","1","After Period 4 Day 4","L1","True"
"4","2","CNM","False","1","After Period 2 Day 4","R","True"
"5","2","CNM","False","1","After Period 2 Day 5","R","True"
"7","6","CNM","False","1","After Period 6 Day 7","AS","True"
"8","2","CNM","False","1","After Period 2 Day 8","R","True"
"9","4","CNM","False","1","After Period 4 Day 9","L1","True"
"9","5","CNM","True","1","Before Period 5 Day 9","L2","True"
"9","2","CNM","False","1","After Period 2 Day 9","R","True"
"10","2","CNM","False","1","After Period 2 Day 10","R","True"
"10","4","CNM","False","1","After Period 4 Day 10","L1","True"
"10","5","CNM","True","1","Before Period 5 Day 10","L2","True"
"2","6","CHA","False","1","After Period 6 Day 2","AS","True"
"3","6","CHA","False","1","After Period 6 Day 3","AS","True"
"7","6","CHA","False","1","After Period 6 Day 7","AS","True"
"8","6","CHA","False","1","After Period 6 Day 8","AS","True"
"8","4","CHA","False","1","After Period 4 Day 8","L1","True"
"8","5","CHA","True","1","Before Period 5 Day 8","L2","True"
"9","4","CHA","False","1","After Period 4 Day 9","L1","True"
"9","5","CHA","True","1","Before Period 5 Day 9","L2","True"
"10","6","CHA","False","1","After Period 6 Day 10","AS","True"
"1","4","CHA","False","1","AfterPeriod4Day1","L1","True"
"1","5","CHA","True","1","BeforePeriod5Day1","L2","True"
"3","4","CHA","False","1","After Period 4 Day 3","L1","True"
"3","5","CHA","True","1","Before Period 5 Day 3","L2","True"
"4","6","CHA","False","1","After Period 6 Day 4","AS","True"
"4","2","CHA","False","1","After Period 2 Day 4","R","True"
"6","4","CHA","False","1","After Period 4 Day 6","L1","True"
"6","5","CHA","True","1","Before Period 5 Day 6","L2","True"
"6","6","CHA","False","1","After Period 6 Day 6","AS","True"
"1","6","CHA","False","1","AfterPeriod6Day1","AS","True"
"2","2","CHA","False","1","After Period 2 Day 2","R","True"
"2","4","CHA","False","1","After Period 4 Day 2","L1","True"
"2","5","CHA","True","1","Before Period 5 Day 2","L2","True"
"7","2","CHA","False","1","After Period 2 Day 7","R","True"
"8","2","CHA","False","1","After Period 2 Day 8","R","True"
"2","6","CHG","False","1","After Period 6 Day 2","AS","True"
"7","6","CHG","False","1","After Period 6 Day 7","AS","True"
"10","6","CHG","False","1","After Period 6 Day 10","AS","True"
"1","6","CHG","False","1","AfterPeriod6Day1","AS","True"
"8","2","CHG","False","1","After Period 2 Day 8","R","True"
"1","4","CHG","False","1","AfterPeriod4Day1","L1","True"
"1","5","CHG","True","1","BeforePeriod5Day1","L2","True"
"4","4","CHG","False","1","After Period 4 Day 4","L1","True"
"4","5","CHG","True","1","Before Period 5 Day 4","L2","True"
"4","6","CHG","False","1","After Period 6 Day 4","AS","True"
"5","2","CHG","False","1","After Period 2 Day 5","R","True"
"5","4","CHG","False","1","After Period 4 Day 5","L1","True"
"5","5","CHG","True","1","Before Period 5 Day 5","L2","True"
"5","6","CHG","False","1","After Period 6 Day 5","AS","True"
"6","6","CHG","False","1","After Period 6 Day 6","AS","True"
"6","5","CHG","True","1","Before Period 5 Day 6","L2","True"
"6","4","CHG","False","1","After Period 4 Day 6","L1","True"
"6","2","CHG","False","1","After Period 2 Day 6","R","True"
"10","2","CHG","False","1","After Period 2 Day 10","R","True"
"1","2","CDA","False","1","AfterPeriod2Day1","R","True"
"3","6","CDA","False","1","After Period 6 Day 3","AS","True"
"4","6","CDA","False","1","After Period 6 Day 4","AS","True"
"4","5","CDA","True","1","Before Period 5 Day 4","L2","True"
"4","4","CDA","False","1","After Period 4 Day 4","L1","True"
"4","2","CDA","False","1","After Period 2 Day 4","R","True"
"5","6","CDA","False","1","After Period 6 Day 5","AS","True"
"7","6","CDA","False","1","After Period 6 Day 7","AS","True"
"8","2","CDA","False","1","After Period 2 Day 8","R","True"
"8","6","CDA","False","1","After Period 6 Day 8","AS","True"
"9","6","CDA","False","1","After Period 6 Day 9","AS","True"
"9","2","CDA","False","1","After Period 2 Day 9","R","True"
"10","4","CDA","False","1","After Period 4 Day 10","L1","True"
"10","5","CDA","True","1","Before Period 5 Day 10","L2","True"
"10","6","CDA","False","1","After Period 6 Day 10","AS","True"
"2","2","CDA","False","1","After Period 2 Day 2","R","True"
"5","4","CDA","False","1","After Period 4 Day 5","L1","True"
"5","5","CDA","True","1","Before Period 5 Day 5","L2","True"
"4","6","CLA","False","1","After Period 6 Day 4","AS","True"
"10","6","CLA","False","1","After Period 6 Day 10","AS","True"
"1","2","CLA","False","1","AfterPeriod2Day1","R","True"
"1","4","CLA","False","1","AfterPeriod4Day1","L1","True"
"1","5","CLA","True","1","BeforePeriod5Day1","L2","True"
"8","6","CLA","False","1","After Period 6 Day 8","AS","True"
"9","6","CLA","False","1","After Period 6 Day 9","AS","True"
"4","1","CLA","True","1","Before Period 1 Day 4","BS","False"
"4","2","CLA","False","1","After Period 2 Day 4","R","False"
"4","4","CLA","False","1","After Period 4 Day 4","L1","False"
"4","5","CLA","True","1","Before Period 5 Day 4","L2","False"
"5","1","CLA","True","1","Before Period 1 Day 5","BS","False"
"9","1","CLA","True","1","Before Period 1 Day 9","BS","False"
"9","2","CLA","False","1","After Period 2 Day 9","R","False"
"9","4","CLA","False","1","After Period 4 Day 9","L1","False"
"9","5","CLA","True","1","Before Period 5 Day 9","L2","False"
"2","6","CLA","False","1","After Period 6 Day 2","AS","True"
"2","5","CLA","True","1","Before Period 5 Day 2","L2","True"
"2","4","CLA","False","1","After Period 4 Day 2","L1","True"
"2","2","CLA","False","1","After Period 2 Day 2","R","True"
"5","2","CLA","False","1","After Period 2 Day 5","R","False"
"5","4","CLA","False","1","After Period 4 Day 5","L1","False"
"5","5","CLA","True","1","Before Period 5 Day 5","L2","False"
"5","6","CLA","False","1","After Period 6 Day 5","AS","False"
"7","2","CLA","False","1","After Period 2 Day 7","R","True"
"7","4","CLA","False","1","After Period 4 Day 7","L1","True"
"7","5","CLA","True","1","Before Period 5 Day 7","L2","True"
"7","6","CLA","False","1","After Period 6 Day 7","AS","True"
"8","4","CLA","False","1","After Period 4 Day 8","L1","True"
"8","5","CLA","True","1","Before Period 5 Day 8","L2","True"
"10","4","CLA","False","1","After Period 4 Day 10","L1","True"
"10","5","CLA","True","1","Before Period 5 Day 10","L2","True"
"2","4","CLK","False","1","After Period 4 Day 2","L1","True"
"2","5","CLK","True","1","Before Period 5 Day 2","L2","True"
"4","4","CLK","False","1","After Period 4 Day 4","L1","True"
"4","5","CLK","True","1","Before Period 5 Day 4","L2","True"
"4","6","CLK","False","1","After Period 6 Day 4","AS","True"
"5","6","CLK","False","1","After Period 6 Day 5","AS","True"
"10","6","CLK","False","1","After Period 6 Day 10","AS","True"
"1","6","CLK","False","1","AfterPeriod6Day1","AS","True"
"4","1","CLK","True","1","Before Period 1 Day 4","BS","False"
"4","2","CLK","False","1","After Period 2 Day 4","R","False"
"9","1","CLK","True","1","Before Period 1 Day 9","BS","False"
"5","4","CLK","False","1","After Period 4 Day 5","L1","True"
"5","5","CLK","True","1","Before Period 5 Day 5","L2","True"
"6","4","CLK","False","1","After Period 4 Day 6","L1","True"
"6","5","CLK","True","1","Before Period 5 Day 6","L2","True"
"7","2","CLK","False","1","After Period 2 Day 7","R","True"
"9","2","CLK","False","1","After Period 2 Day 9","R","False"
"9","4","CLK","False","1","After Period 4 Day 9","L1","False"
"9","5","CLK","True","1","Before Period 5 Day 9","L2","False"
"9","6","CLK","False","1","After Period 6 Day 9","AS","False"
"10","5","CLK","True","1","Before Period 5 Day 10","L2","True"
"10","4","CLK","False","1","After Period 4 Day 10","L1","True"
"1","4","CLK","False","1","AfterPeriod4Day1","L1","True"
"1","5","CLK","True","1","BeforePeriod5Day1","L2","True"
"1","6","CKS","False","1","AfterPeriod6Day1","AS","True"
"2","6","CKS","False","1","After Period 6 Day 2","AS","True"
"3","2","CKS","False","1","After Period 2 Day 3","R","True"
"3","4","CKS","False","1","After Period 4 Day 3","L1","True"
"4","6","CKS","False","1","After Period 6 Day 4","AS","True"
"5","6","CKS","False","1","After Period 6 Day 5","AS","True"
"5","5","CKS","True","1","Before Period 5 Day 5","L2","True"
"5","4","CKS","False","1","After Period 4 Day 5","L1","True"
"5","2","CKS","False","1","After Period 2 Day 5","R","True"
"6","6","CKS","False","1","After Period 6 Day 6","AS","True"
"7","2","CKS","False","1","After Period 2 Day 7","R","True"
"7","4","CKS","False","1","After Period 4 Day 7","L1","True"
"7","5","CKS","True","1","Before Period 5 Day 7","L2","True"
"8","2","CKS","False","1","After Period 2 Day 8","R","True"
"9","6","CKS","False","1","After Period 6 Day 9","AS","True"
"10","6","CKS","False","1","After Period 6 Day 10","AS","True"
"10","2","CKS","False","1","After Period 2 Day 10","R","True"
"2","2","CKS","False","1","After Period 2 Day 2","R","True"
"8","4","CKS","False","1","After Period 4 Day 8","L1","True"
"5","1","CRI","True","1","Before Period 1 Day 5","BS","False"
"5","2","CRI","False","1","After Period 2 Day 5","R","False"
"5","4","CRI","False","1","After Period 4 Day 5","L1","False"
"5","5","CRI","True","1","Before Period 5 Day 5","L2","False"
"5","6","CRI","False","1","After Period 6 Day 5","AS","False"
"10","1","CRI","True","1","Before Period 1 Day 10","BS","False"
"10","2","CRI","False","1","After Period 2 Day 10","R","False"
"10","4","CRI","False","1","After Period 4 Day 10","L1","False"
"10","5","CRI","True","1","Before Period 5 Day 10","L2","False"
"10","6","CRI","False","1","After Period 6 Day 10","AS","False"
"3","1","CRI","True","1","Before Period 1 Day 3","BS","False"
"3","2","CRI","False","1","After Period 2 Day 3","R","False"
"3","4","CRI","False","1","After Period 4 Day 3","L1","False"
"3","5","CRI","True","1","Before Period 5 Day 3","L2","False"
"3","6","CRI","False","1","After Period 6 Day 3","AS","False"
"8","1","CRI","True","1","Before Period 1 Day 8","BS","False"
"8","2","CRI","False","1","After Period 2 Day 8","R","False"
"8","4","CRI","False","1","After Period 4 Day 8","L1","False"
"8","5","CRI","True","1","Before Period 5 Day 8","L2","False"
"8","6","CRI","False","1","After Period 6 Day 8","AS","False"
"1","6","CRI","False","1","AfterPeriod6Day1","AS","True"
"2","4","CRI","False","1","After Period 4 Day 2","L1","True"
"2","5","CRI","True","1","Before Period 5 Day 2","L2","True"
"4","6","CRI","False","1","After Period 6 Day 4","AS","True"
"7","4","CRI","False","1","After Period 4 Day 7","L1","True"
"7","5","CRI","True","1","Before Period 5 Day 7","L2","True"
"9","2","CRI","False","1","After Period 2 Day 9","R","True"
"5","6","DYL","False","1","After Period 6 Day 5","AS","True"
"10","6","DYL","False","1","After Period 6 Day 10","AS","True"
"2","6","DYL","False","1","After Period 6 Day 2","AS","True"
"4","6","DYL","False","1","After Period 6 Day 4","AS","True"
"6","2","DYL","False","1","After Period 2 Day 6","R","True"
"6","6","DYL","False","1","After Period 6 Day 6","AS","True"
"2","6","FEL","False","1","After Period 6 Day 2","AS","True"
"1","6","FEL","False","1","AfterPeriod6Day1","AS","True"
"1","2","FEL","False","1","AfterPeriod2Day1","R","True"
"6","6","FEL","False","1","After Period 6 Day 6","AS","True"
"6","4","FEL","False","1","After Period 4 Day 6","L1","True"
"6","5","FEL","True","1","Before Period 5 Day 6","L2","True"
"1","4","FEL","False","1","AfterPeriod4Day1","L1","True"
"1","5","FEL","True","1","BeforePeriod5Day1","L2","True"
"6","2","FEL","False","1","After Period 2 Day 6","R","True"
"2","1","FEL","True","1","Before Period 1 Day 2","BS","False"
"2","2","FEL","False","1","After Period 2 Day 2","R","False"
"2","4","FEL","False","1","After Period 4 Day 2","L1","False"
"2","5","FEL","True","1","Before Period 5 Day 2","L2","False"
"7","1","FEL","True","1","Before Period 1 Day 7","BS","False"
"5","6","FEL","False","1","After Period 6 Day 5","AS","True"
"5","5","FEL","True","1","Before Period 5 Day 5","L2","True"
"5","4","FEL","False","1","After Period 4 Day 5","L1","True"
"5","2","FEL","False","1","After Period 2 Day 5","R","True"
"7","2","FEL","False","1","After Period 2 Day 7","R","False"
"7","4","FEL","False","1","After Period 4 Day 7","L1","False"
"7","5","FEL","True","1","Before Period 5 Day 7","L2","False"
"7","6","FEL","False","1","After Period 6 Day 7","AS","False"
"8","2","FEL","False","1","After Period 2 Day 8","R","True"
"9","6","FEL","False","1","After Period 6 Day 9","AS","True"
"10","2","FEL","False","1","After Period 2 Day 10","R","True"
"10","6","FEL","False","1","After Period 6 Day 10","AS","True"
"3","6","FEJ","False","1","After Period 6 Day 3","AS","True"
"3","4","FEJ","False","1","After Period 4 Day 3","L1","True"
"3","5","FEJ","True","1","Before Period 5 Day 3","L2","True"
"4","6","FEJ","False","1","After Period 6 Day 4","AS","True"
"5","6","FEJ","False","1","After Period 6 Day 5","AS","True"
"7","4","FEJ","False","1","After Period 4 Day 7","L1","True"
"7","5","FEJ","True","1","Before Period 5 Day 7","L2","True"
"10","6","FEJ","False","1","After Period 6 Day 10","AS","True"
"4","2","FEJ","False","1","After Period 2 Day 4","R","True"
"4","4","FEJ","False","1","After Period 4 Day 4","L1","True"
"4","5","FEJ","True","1","Before Period 5 Day 4","L2","True"
"6","6","FEJ","False","1","After Period 6 Day 6","AS","True"
"3","2","FEJ","False","1","After Period 2 Day 3","R","True"
"7","6","FEJ","False","1","After Period 6 Day 7","AS","True"
"10","2","FEJ","False","1","After Period 2 Day 10","R","True"
"10","4","FEJ","False","1","After Period 4 Day 10","L1","True"
"10","5","FEJ","True","1","Before Period 5 Day 10","L2","True"
"1","6","FEJ","False","1","AfterPeriod6Day1","AS","True"
"5","2","FEJ","False","1","After Period 2 Day 5","R","True"
"5","4","FEJ","False","1","After Period 4 Day 5","L1","True"
"5","5","FEJ","True","1","Before Period 5 Day 5","L2","True"
"9","2","FEJ","False","1","After Period 2 Day 9","R","True"
"4","1","FIT","True","1","Before Period 1 Day 4","BS","False"
"4","2","FIT","False","1","After Period 2 Day 4","R","False"
"4","4","FIT","False","1","After Period 4 Day 4","L1","False"
"4","5","FIT","True","1","Before Period 5 Day 4","L2","False"
"4","6","FIT","False","1","After Period 6 Day 4","AS","False"
"9","1","FIT","True","1","Before Period 1 Day 9","BS","False"
"9","2","FIT","False","1","After Period 2 Day 9","R","False"
"9","4","FIT","False","1","After Period 4 Day 9","L1","False"
"9","5","FIT","True","1","Before Period 5 Day 9","L2","False"
"9","6","FIT","False","1","After Period 6 Day 9","AS","False"
"5","1","FIT","True","1","Before Period 1 Day 5","BS","False"
"5","2","FIT","False","1","After Period 2 Day 5","R","False"
"5","4","FIT","False","1","After Period 4 Day 5","L1","False"
"5","5","FIT","True","1","Before Period 5 Day 5","L2","False"
"5","6","FIT","False","1","After Period 6 Day 5","AS","False"
"10","1","FIT","True","1","Before Period 1 Day 10","BS","False"
"10","2","FIT","False","1","After Period 2 Day 10","R","False"
"10","4","FIT","False","1","After Period 4 Day 10","L1","False"
"10","5","FIT","True","1","Before Period 5 Day 10","L2","False"
"10","6","FIT","False","1","After Period 6 Day 10","AS","False"
"3","4","FIT","False","1","After Period 4 Day 3","L1","True"
"3","5","FIT","True","1","Before Period 5 Day 3","L2","True"
"3","6","FIT","False","1","After Period 6 Day 3","AS","True"
"7","6","FIT","False","1","After Period 6 Day 7","AS","True"
"8","6","FIT","False","1","After Period 6 Day 8","AS","True"
"7","4","FIT","False","1","After Period 4 Day 7","L1","True"
"7","5","FIT","True","1","Before Period 5 Day 7","L2","True"
"2","2","FIT","False","1","After Period 2 Day 2","R","True"
"2","4","FIT","False","1","After Period 4 Day 2","L1","True"
"2","5","FIT","True","1","Before Period 5 Day 2","L2","True"
"7","2","FIT","False","1","After Period 2 Day 7","R","True"
"2","6","FIT","False","1","After Period 6 Day 2","AS","True"
"3","2","FIT","False","1","After Period 2 Day 3","R","True"
"7","6","GAM","False","1","After Period 6 Day 7","AS","True"
"2","2","GAM","False","1","After Period 2 Day 2","R","True"
"4","6","GAM","False","1","After Period 6 Day 4","AS","True"
"5","6","GAM","False","1","After Period 6 Day 5","AS","True"
"6","6","GAM","False","1","After Period 6 Day 6","AS","True"
"7","2","GAM","False","1","After Period 2 Day 7","R","True"
"7","4","GAM","False","1","After Period 4 Day 7","L1","True"
"7","5","GAM","True","1","Before Period 5 Day 7","L2","True"
"10","2","GAM","False","1","After Period 2 Day 10","R","True"
"3","4","GAM","False","1","After Period 4 Day 3","L1","True"
"3","5","GAM","True","1","Before Period 5 Day 3","L2","True"
"8","4","GAM","False","1","After Period 4 Day 8","L1","True"
"1","2","GAM","False","1","AfterPeriod2Day1","R","True"
"2","4","GAM","False","1","After Period 4 Day 2","L1","True"
"8","5","GAM","True","1","Before Period 5 Day 8","L2","True"
"3","2","GAM","False","1","After Period 2 Day 3","R","True"
"3","6","GAM","False","1","After Period 6 Day 3","AS","True"
"8","2","GAM","False","1","After Period 2 Day 8","R","True"
"8","6","GAM","False","1","After Period 6 Day 8","AS","True"
"9","6","GAM","False","1","After Period 6 Day 9","AS","True"
"10","6","GAM","False","1","After Period 6 Day 10","AS","True"
"2","5","GAM","True","1","Before Period 5 Day 2","L2","True"
"2","1","GIB","True","1","Before Period 1 Day 2","BS","False"
"2","2","GIB","False","1","After Period 2 Day 2","R","False"
"2","4","GIB","False","1","After Period 4 Day 2","L1","False"
"2","5","GIB","True","1","Before Period 5 Day 2","L2","False"
"2","6","GIB","False","1","After Period 6 Day 2","AS","False"
"7","1","GIB","True","1","Before Period 1 Day 7","BS","False"
"7","2","GIB","False","1","After Period 2 Day 7","R","False"
"7","4","GIB","False","1","After Period 4 Day 7","L1","False"
"7","5","GIB","True","1","Before Period 5 Day 7","L2","False"
"7","6","GIB","False","1","After Period 6 Day 7","AS","False"
"3","6","GIB","False","1","After Period 6 Day 3","AS","True"
"4","2","GIB","False","1","After Period 2 Day 4","R","True"
"4","4","GIB","False","1","After Period 4 Day 4","L1","True"
"5","6","GIB","False","1","After Period 6 Day 5","AS","True"
"6","6","GIB","False","1","After Period 6 Day 6","AS","True"
"8","6","GIB","False","1","After Period 6 Day 8","AS","True"
"9","2","GIB","False","1","After Period 2 Day 9","R","True"
"9","4","GIB","False","1","After Period 4 Day 9","L1","True"
"9","5","GIB","True","1","Before Period 5 Day 9","L2","True"
"9","6","GIB","False","1","After Period 6 Day 9","AS","True"
"10","6","GIB","False","1","After Period 6 Day 10","AS","True"
"2","6","HIN","False","1","After Period 6 Day 2","AS","True"
"8","4","HIN","False","1","After Period 4 Day 8","L1","True"
"8","5","HIN","True","1","Before Period 5 Day 8","L2","True"
"8","6","HIN","False","1","After Period 6 Day 8","AS","True"
"4","6","HIN","False","1","After Period 6 Day 4","AS","True"
"3","4","HIN","False","1","After Period 4 Day 3","L1","True"
"3","5","HIN","True","1","Before Period 5 Day 3","L2","True"
"3","6","HIN","False","1","After Period 6 Day 3","AS","True"
"5","4","HIN","False","1","After Period 4 Day 5","L1","True"
"5","5","HIN","True","1","Before Period 5 Day 5","L2","True"
"9","6","HIN","False","1","After Period 6 Day 9","AS","True"
"10","2","HIN","False","1","After Period 2 Day 10","R","True"
"10","4","HIN","False","1","After Period 4 Day 10","L1","True"
"5","5","HLE","True","1","Before Period 5 Day 5","L2","False"
"5","6","HLE","False","1","After Period 6 Day 5","AS","False"
"10","6","HLE","False","1","After Period 6 Day 10","AS","False"
"1","2","HLE","False","1","AfterPeriod2Day1","R","True"
"5","1","HLE","True","1","Before Period 1 Day 5","BS","False"
"5","2","HLE","False","1","After Period 2 Day 5","R","True"
"6","6","HLE","False","1","After Period 6 Day 6","AS","True"
"7","6","HLE","False","1","After Period 6 Day 7","AS","True"
"8","2","HLE","False","1","After Period 2 Day 8","R","True"
"10","2","HLE","False","1","After Period 2 Day 10","R","True"
"10","5","HLE","True","1","Before Period 5 Day 10","L2","True"
"3","4","HLE","False","1","After Period 4 Day 3","L1","True"
"3","5","HLE","True","1","Before Period 5 Day 3","L2","True"
"4","4","HLE","False","1","After Period 4 Day 4","L1","True"
"4","5","HLE","True","1","Before Period 5 Day 4","L2","True"
"2","6","HOP","False","1","After Period 6 Day 2","AS","True"
"4","6","HOP","False","1","After Period 6 Day 4","AS","True"
"4","5","HOP","True","1","Before Period 5 Day 4","L2","True"
"4","4","HOP","False","1","After Period 4 Day 4","L1","True"
"4","2","HOP","False","1","After Period 2 Day 4","R","True"
"9","5","HOP","True","1","Before Period 5 Day 9","L2","True"
"6","6","HOP","False","1","After Period 6 Day 6","AS","True"
"6","4","HOP","False","1","After Period 4 Day 6","L1","True"
"6","5","HOP","True","1","Before Period 5 Day 6","L2","True"
"2","2","HOP","False","1","After Period 2 Day 2","R","True"
"9","6","HOP","False","1","After Period 6 Day 9","AS","True"
"9","4","HOP","False","1","After Period 4 Day 9","L1","True"
"1","4","HOP","False","1","AfterPeriod4Day1","L1","True"
"1","5","HOP","True","1","BeforePeriod5Day1","L2","True"
"1","6","HOP","False","1","AfterPeriod6Day1","AS","True"
"9","2","HOP","False","1","After Period 2 Day 9","R","True"
"2","6","HOY","False","1","After Period 6 Day 2","AS","True"
"4","6","HOY","False","1","After Period 6 Day 4","AS","True"
"7","6","HOY","False","1","After Period 6 Day 7","AS","True"
"1","6","HOY","False","1","AfterPeriod6Day1","AS","True"
"4","2","HOY","False","1","After Period 2 Day 4","R","True"
"4","4","HOY","False","1","After Period 4 Day 4","L1","True"
"6","6","HOY","False","1","After Period 6 Day 6","AS","True"
"4","5","HOY","True","1","Before Period 5 Day 4","L2","True"
"10","4","HOY","False","1","After Period 4 Day 10","L1","True"
"10","5","HOY","True","1","Before Period 5 Day 10","L2","True"
"10","6","HOY","False","1","After Period 6 Day 10","AS","True"
"1","4","HOY","False","1","AfterPeriod4Day1","L1","True"
"1","5","HOY","True","1","BeforePeriod5Day1","L2","True"
"6","4","HOY","False","1","After Period 4 Day 6","L1","True"
"6","5","HOY","True","1","Before Period 5 Day 6","L2","True"
"9","2","HOY","False","1","After Period 2 Day 9","R","True"
"9","4","HOY","False","1","After Period 4 Day 9","L1","True"
"9","5","HOY","True","1","Before Period 5 Day 9","L2","True"
"5","1","KEJ","True","1","Before Period 1 Day 5","BS","False"
"5","2","KEJ","False","1","After Period 2 Day 5","R","False"
"5","4","KEJ","False","1","After Period 4 Day 5","L1","False"
"5","5","KEJ","True","1","Before Period 5 Day 5","L2","False"
"5","6","KEJ","False","1","After Period 6 Day 5","AS","False"
"10","1","KEJ","True","1","Before Period 1 Day 10","BS","False"
"10","2","KEJ","False","1","After Period 2 Day 10","R","False"
"10","4","KEJ","False","1","After Period 4 Day 10","L1","False"
"10","5","KEJ","True","1","Before Period 5 Day 10","L2","False"
"10","6","KEJ","False","1","After Period 6 Day 10","AS","False"
"4","6","KEJ","False","1","After Period 6 Day 4","AS","True"
"2","6","KEJ","False","1","After Period 6 Day 2","AS","True"
"9","1","KEJ","True","1","Before Period 1 Day 9","BS","False"
"9","2","KEJ","False","1","After Period 2 Day 9","R","False"
"9","5","KEJ","True","1","Before Period 5 Day 9","L2","False"
"9","4","KEJ","False","1","After Period 4 Day 9","L1","False"
"9","6","KEJ","False","1","After Period 6 Day 9","AS","False"
"4","1","KEJ","True","1","Before Period 1 Day 4","BS","False"
"4","2","KEJ","False","1","After Period 2 Day 4","R","False"
"4","4","KEJ","False","1","After Period 4 Day 4","L1","False"
"4","5","KEJ","True","1","Before Period 5 Day 4","L2","False"
"2","4","KEJ","False","1","After Period 4 Day 2","L1","True"
"2","5","KEJ","True","1","Before Period 5 Day 2","L2","True"
"7","4","KEJ","False","1","After Period 4 Day 7","L1","True"
"7","5","KEJ","True","1","Before Period 5 Day 7","L2","True"
"2","2","KNK","False","1","After Period 2 Day 2","R","True"
"2","4","KNK","False","1","After Period 4 Day 2","L1","True"
"2","5","KNK","True","1","Before Period 5 Day 2","L2","True"
"3","6","KNK","False","1","After Period 6 Day 3","AS","True"
"8","6","KNK","False","1","After Period 6 Day 8","AS","True"
"10","5","KNK","True","1","Before Period 5 Day 10","L2","True"
"10","4","KNK","False","1","After Period 4 Day 10","L1","True"
"9","4","KNK","False","1","After Period 4 Day 9","L1","True"
"9","5","KNK","True","1","Before Period 5 Day 9","L2","True"
"4","6","KNK","False","1","After Period 6 Day 4","AS","True"
"5","4","KNK","False","1","After Period 4 Day 5","L1","True"
"5","5","KNK","True","1","Before Period 5 Day 5","L2","True"
"5","6","KNK","False","1","After Period 6 Day 5","AS","True"
"1","2","KNK","False","1","AfterPeriod2Day1","R","True"
"1","4","KNK","False","1","AfterPeriod4Day1","L1","True"
"1","5","KNK","True","1","BeforePeriod5Day1","L2","True"
"4","2","KNK","False","1","After Period 2 Day 4","R","True"
"4","4","KNK","False","1","After Period 4 Day 4","L1","True"
"4","5","KNK","True","1","Before Period 5 Day 4","L2","True"
"6","2","KNK","False","1","After Period 2 Day 6","R","True"
"6","4","KNK","False","1","After Period 4 Day 6","L1","True"
"6","5","KNK","True","1","Before Period 5 Day 6","L2","True"
"7","6","KNK","False","1","After Period 6 Day 7","AS","True"
"9","6","KNK","False","1","After Period 6 Day 9","AS","True"
"9","2","KNK","False","1","After Period 2 Day 9","R","True"
"1","6","KNO","False","1","AfterPeriod6Day1","AS","True"
"2","1","KNO","True","1","Before Period 1 Day 2","BS","False"
"2","2","KNO","False","1","After Period 2 Day 2","R","False"
"2","4","KNO","False","1","After Period 4 Day 2","L1","False"
"2","5","KNO","True","1","Before Period 5 Day 2","L2","False"
"2","6","KNO","False","1","After Period 6 Day 2","AS","False"
"7","1","KNO","True","1","Before Period 1 Day 7","BS","False"
"7","2","KNO","False","1","After Period 2 Day 7","R","False"
"7","4","KNO","False","1","After Period 4 Day 7","L1","False"
"7","5","KNO","True","1","Before Period 5 Day 7","L2","False"
