"Roll Class Code","Roll Class Block","ColourCode","Periods","Doubles","Triples","Quadruples","Load","Class Code","Class Name","Class Suffix","Teacher Code","Faculty Code","Room Code","Site No","Row No","ClassGroupGuid","RollClassGuid","TeacherGuid","FacultyGuid","RoomGuid","ClassNameGuid"
"11","J","62","2","0","0","0","1.00","1PCR11D","Pastoral Care Year 11 Sem 1D","D","BAK","","R15","1","4","{867C3C3B-E36E-409A-AB84-F1A516F9073A}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{DDDBF5CC-5130-4439-A610-DB50B6586AFC}","","{3C1FC079-CC73-4730-A6D3-339EF2ED5943}","{5F838116-E81A-4DCB-96E1-7926EBE7F16B}"
"11","J","62","2","0","0","0","1.00","1PCR11E","Pastoral Care Year 11 Sem 1E","E","HOP","","T1","1","5","{867C3C3B-E36E-409A-AB84-F1A516F9073A}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{3FF650E7-1855-4BB3-9A51-05B6326CAE73}","","{B0B78188-0A51-410B-89C9-51BC93F211EB}","{A692B589-F97E-4FF4-808F-7FE4E4D93E75}"
"11","K","13","4","2","0","0","1.00","1DED118","Distance Education Year 11 Sem 18","8","YOU","","","1","1","{8C9A6C04-B55E-4929-82DC-74212F050597}","{AE28971E-86C1-44A9-9D49-A6EB73F58A26}","{1D342E8D-9F31-47BE-983A-84C9C23F0419}","","","{58700E01-0714-4F66-BD69-F00818F4C6C3}"
"10","A","15","9","2","0","0","1.00","1ENG101","English Year 10 Sem 11","1","BII","","","1","1","{2FA1D8E2-D503-41FF-90E3-303176E4C246}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{41E620C4-B0F1-4079-9A4E-F892B018EACE}","","","{7186399F-B622-4B71-8481-31BA94A1F08D}"
"10","A","15","9","2","0","0","1.00","1CGC101","Global Consumers and Citizens Year 10 Sem 11","1","CDS","","R11","1","2","{2FA1D8E2-D503-41FF-90E3-303176E4C246}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{DB00DEA4-0EE4-4B76-BD57-BD2C938F82F3}","","{8A9E4A1E-2398-4D6D-8712-7C8E59DFDE08}","{12122A5F-0C67-453B-B4D9-05CB018EC97F}"
"10","A","15","9","2","0","0","1.00","1HIS101","History: 1918-1945 WWII Year 10 Sem 11","1","YOU","","SC7","1","3","{2FA1D8E2-D503-41FF-90E3-303176E4C246}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{1D342E8D-9F31-47BE-983A-84C9C23F0419}","","{23BF3753-F584-4992-AA10-D69C8F37A0D9}","{45B8043A-2F70-473A-8628-BAE20634B0BF}"
"10","A","15","9","2","0","0","1.00","1MAG101","General Mathematics Year 10 Sem 11","1","ARN","","SC6","1","4","{2FA1D8E2-D503-41FF-90E3-303176E4C246}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{83D556DD-E5DE-479B-A681-DE60B2931BAA}","","{F255817B-E668-4229-84B1-4B389C7F8C9C}","{E23CD160-A7C2-4267-A44F-C23B675D7699}"
"10","A","15","9","2","0","0","1.00","1MMM101","Mathematical Methods Year 10 Sem 11","1","STY","","SC5","1","5","{2FA1D8E2-D503-41FF-90E3-303176E4C246}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{561BBEC4-67AC-4426-91B4-DF10EA8D4093}","","{BAE55C66-916A-49E3-9543-7043DE7BE607}","{B894B327-D7DF-465B-9962-41039C83E68B}"
"10","A","15","9","2","0","0","1.00","1SCI101","Science Year 10 Sem 11","1","RIG","","","1","6","{2FA1D8E2-D503-41FF-90E3-303176E4C246}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{9332A614-DF91-49BD-B906-2483EC98BCBF}","","","{AF3EDDE9-B83E-468D-966E-892FB708ABDA}"
"10","A","15","9","2","0","0","1.00","1FTA101","Food Technology A Year 10 Sem 11","1","HOP","","T8","1","7","{2FA1D8E2-D503-41FF-90E3-303176E4C246}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{3FF650E7-1855-4BB3-9A51-05B6326CAE73}","","{4195E065-1B91-4B64-9719-57DCA4BC1208}","{C680073E-0115-42AA-B797-7B8157B49861}"
"10","A","15","9","2","0","0","1.00","1OED101","Exploring the Outdoors Year 10 Sem 11","1","SAN","","R10","1","8","{2FA1D8E2-D503-41FF-90E3-303176E4C246}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{56812F21-6BD0-4521-ADA1-903B05E60ED8}","","{96800A09-CC87-4E2A-8872-AE1107C05E0E}","{2AFD51AA-9994-44B9-9363-EB295E2CC427}"
"10","B","16","9","2","0","0","1.00","1ENG102","English Year 10 Sem 12","2","BAK","","SC3","1","1","{BDB7F698-D75F-452F-BB36-D97A40E3A54F}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{DDDBF5CC-5130-4439-A610-DB50B6586AFC}","","{E610ABD1-0D8C-4FD3-B188-79FFF7E97209}","{A095B063-1D9E-4C2A-B645-8AED41771426}"
"10","B","16","9","2","0","0","1.00","1CGC102","Global Consumers and Citizens Year 10 Sem 12","2","TSI","","R11","1","2","{BDB7F698-D75F-452F-BB36-D97A40E3A54F}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{940569E0-0777-41AD-B2BB-E53D63829C2B}","","{8A9E4A1E-2398-4D6D-8712-7C8E59DFDE08}","{8A33CDC5-560A-4F91-ADF3-40E0DDE5BF02}"
"10","B","16","9","2","0","0","1.00","1HIS102","History: 1918-1945 WWII Year 10 Sem 12","2","YOU","","SC8","1","3","{BDB7F698-D75F-452F-BB36-D97A40E3A54F}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{1D342E8D-9F31-47BE-983A-84C9C23F0419}","","{B31EB292-858F-46C4-89D4-41585CAD588E}","{ED5FCBE1-83F0-474F-96B0-2E73B8D661D7}"
"10","B","16","9","2","0","0","1.00","1PED102","Physical Education Year 10 Sem 12","2","BML","","SC4","1","4","{BDB7F698-D75F-452F-BB36-D97A40E3A54F}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{806DEB6D-03BE-4619-A0D8-FC88706529B3}","","{C685EFCE-E49F-4802-8C40-A526D0B2885D}","{B372D25E-BA96-4CFF-8403-6445CAA920F3}"
"10","B","16","9","2","0","0","1.00","1SCI102","Science Year 10 Sem 12","2","HOY","","","1","5","{BDB7F698-D75F-452F-BB36-D97A40E3A54F}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{F8D3DB52-F315-4CA7-ABA4-649249D8B40E}","","","{22B6AD8E-A356-46B1-9021-56633ECD697C}"
"10","B","16","9","2","0","0","1.00","1PFR102","Physical Fitness and Recreation Year 10 Sem 12","2","KNK","","TC1","1","6","{BDB7F698-D75F-452F-BB36-D97A40E3A54F}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{1F09A348-2416-4056-BD7C-208E535CD227}","","{A195018F-53A4-452E-8A91-25D35BE89EE8}","{D01F822D-9198-4DF0-812A-688AFD19E1FF}"
"10","B","16","9","2","0","0","1.00","1WDA102","Wood Technology A Year 10 Sem 12","2","MIR","","T5","1","7","{BDB7F698-D75F-452F-BB36-D97A40E3A54F}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{0BAFB222-49D6-481A-B018-8CA786E66FEC}","","{1BD8D620-DC15-4ECF-9813-2F78C527BD51}","{F2BECD2A-D0A6-4B36-B27E-6773DFF6AA32}"
"10","C","17","9","2","0","0","1.00","1ENG103A","English Year 10 Sem 13A","3A","ADF","","SC8","1","1","{1FEDB4A0-F2CC-410C-8491-56912E77D643}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{CA15CF69-04A3-4EF1-857C-1FB8196EF329}","","{B31EB292-858F-46C4-89D4-41585CAD588E}","{9038AAB4-95E5-41F5-A1DA-AB4C480FC854}"
"10","C","17","9","2","0","0","1.00","1ENG103B","English Year 10 Sem 13B","3B","BAK","","SC2","1","2","{1FEDB4A0-F2CC-410C-8491-56912E77D643}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{DDDBF5CC-5130-4439-A610-DB50B6586AFC}","","{C5B83D22-5FA7-4762-8DDD-03B8B2ED9E31}","{59CBF148-66E6-4E54-8F37-BC2E45679308}"
"10","C","17","9","2","0","0","1.00","1MAG103","General Mathematics Year 10 Sem 13","3","OSH","","R10","1","3","{1FEDB4A0-F2CC-410C-8491-56912E77D643}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{CD139A28-5AC9-432E-B869-6500D242B328}","","{96800A09-CC87-4E2A-8872-AE1107C05E0E}","{C97C4154-5CD4-4D58-82F6-A20DAC0AF1A2}"
"10","C","17","9","2","0","0","1.00","1MMM103","Mathematical Methods Year 10 Sem 13","3","CHG","","SC6","1","4","{1FEDB4A0-F2CC-410C-8491-56912E77D643}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{A31FA2DB-8F75-44C6-9891-82B1F6F772A4}","","{F255817B-E668-4229-84B1-4B389C7F8C9C}","{E28180FE-F6AC-42C8-BDA8-BA9F27D373DC}"
"10","C","17","9","2","0","0","1.00","1SCI103","Science Year 10 Sem 13","3","PGE","","","1","5","{1FEDB4A0-F2CC-410C-8491-56912E77D643}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{0488C216-89A6-4EEF-82DC-0775F4E7052E}","","","{4061DF84-1EB6-48AD-B0BB-93C7DA4A9D47}"
"10","C","17","9","2","0","0","1.00","1FTA103","Food Technology A Year 10 Sem 13","3","HOP","","T8","1","6","{1FEDB4A0-F2CC-410C-8491-56912E77D643}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{3FF650E7-1855-4BB3-9A51-05B6326CAE73}","","{4195E065-1B91-4B64-9719-57DCA4BC1208}","{AE2DB53F-2EE2-4676-92A0-2AF71DCD89A8}"
"10","C","17","9","2","0","0","1.00","1OED103","Exploring the Outdoors Year 10 Sem 13","3","MLM","","R11","1","7","{1FEDB4A0-F2CC-410C-8491-56912E77D643}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{D87C6C26-0049-4698-8BCE-D1AC1921CB5E}","","{8A9E4A1E-2398-4D6D-8712-7C8E59DFDE08}","{98E9299A-4CFF-4FFA-9E1F-C425E0907343}"
"10","D","18","8","2","0","0","1.00","1ENG104","English Year 10 Sem 14","4","BII","","","1","1","{E1DF5306-B61F-496B-A8DF-93A949200798}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{41E620C4-B0F1-4079-9A4E-F892B018EACE}","","","{A991B8D6-4745-4B69-A6B9-EB5000C36192}"
"10","D","18","8","2","0","0","1.00","1CGC104","Global Consumers and Citizens Year 10 Sem 14","4","CNM","","R11","1","2","{E1DF5306-B61F-496B-A8DF-93A949200798}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{3B6AF5DE-9CB3-4643-8ABC-BB75DDF26E6F}","","{8A9E4A1E-2398-4D6D-8712-7C8E59DFDE08}","{1ED2638D-BE09-488C-9B49-DB1A8C252C6F}"
"10","D","18","8","2","0","0","1.00","1HIS104","History: 1918-1945 WWII Year 10 Sem 14","4","VID","","SC8","1","3","{E1DF5306-B61F-496B-A8DF-93A949200798}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{87668229-91A8-4FD3-8866-FDA868C85FC0}","","{B31EB292-858F-46C4-89D4-41585CAD588E}","{EA5FBBAE-1E53-4BBA-ABAB-48BB880CB07D}"
"10","D","18","8","2","0","0","1.00","1MAG104","General Mathematics Year 10 Sem 14","4","CKS","","TC1","1","4","{E1DF5306-B61F-496B-A8DF-93A949200798}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{B43E1812-FB6A-4AC0-8271-6998E541D2C5}","","{A195018F-53A4-452E-8A91-25D35BE89EE8}","{CB778FB3-AC0D-4088-B36A-20B7D992F190}"
"10","D","18","8","2","0","0","1.00","1MMM104","Mathematical Methods Year 10 Sem 14","4","CHG","","SC6","1","5","{E1DF5306-B61F-496B-A8DF-93A949200798}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{A31FA2DB-8F75-44C6-9891-82B1F6F772A4}","","{F255817B-E668-4229-84B1-4B389C7F8C9C}","{59483237-7AF8-44CE-B7E4-0F49609552AF}"
"10","D","18","8","2","0","0","1.00","1SCI104","Science Year 10 Sem 14","4","PGE","","","1","6","{E1DF5306-B61F-496B-A8DF-93A949200798}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{0488C216-89A6-4EEF-82DC-0775F4E7052E}","","","{7D6DB542-993D-4E46-A7B4-2C6CD0D7E81A}"
"10","D","18","8","2","0","0","1.00","1PFR104","Physical Fitness and Recreation Year 10 Sem 14","4","MAZ","","SC3","1","7","{E1DF5306-B61F-496B-A8DF-93A949200798}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{A9B87346-C226-4659-B2FC-9431F72E64AB}","","{E610ABD1-0D8C-4FD3-B188-79FFF7E97209}","{12C81D5D-2428-414E-870F-75983B40033D}"
"10","E","18","1","0","0","0","1.00","1ENG104","English Year 10 Sem 14","4","BII","","","1","1","{7BA4A570-5DBA-4761-85CF-DDDAAB03F2E9}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{41E620C4-B0F1-4079-9A4E-F892B018EACE}","","","{A991B8D6-4745-4B69-A6B9-EB5000C36192}"
"10","E","18","1","0","0","0","1.00","1CGC104","Global Consumers and Citizens Year 10 Sem 14","4","CDS","","R11","1","2","{7BA4A570-5DBA-4761-85CF-DDDAAB03F2E9}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{DB00DEA4-0EE4-4B76-BD57-BD2C938F82F3}","","{8A9E4A1E-2398-4D6D-8712-7C8E59DFDE08}","{1ED2638D-BE09-488C-9B49-DB1A8C252C6F}"
"10","E","18","1","0","0","0","1.00","1HIS104","History: 1918-1945 WWII Year 10 Sem 14","4","VID","","SC8","1","3","{7BA4A570-5DBA-4761-85CF-DDDAAB03F2E9}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{87668229-91A8-4FD3-8866-FDA868C85FC0}","","{B31EB292-858F-46C4-89D4-41585CAD588E}","{EA5FBBAE-1E53-4BBA-ABAB-48BB880CB07D}"
"10","E","18","1","0","0","0","1.00","1MAG104","General Mathematics Year 10 Sem 14","4","CKS","","TC1","1","4","{7BA4A570-5DBA-4761-85CF-DDDAAB03F2E9}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{B43E1812-FB6A-4AC0-8271-6998E541D2C5}","","{A195018F-53A4-452E-8A91-25D35BE89EE8}","{CB778FB3-AC0D-4088-B36A-20B7D992F190}"
"10","E","18","1","0","0","0","1.00","1MMM104","Mathematical Methods Year 10 Sem 14","4","CHG","","SC6","1","5","{7BA4A570-5DBA-4761-85CF-DDDAAB03F2E9}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{A31FA2DB-8F75-44C6-9891-82B1F6F772A4}","","{F255817B-E668-4229-84B1-4B389C7F8C9C}","{59483237-7AF8-44CE-B7E4-0F49609552AF}"
"10","E","18","1","0","0","0","1.00","1SCI104","Science Year 10 Sem 14","4","PGE","","","1","6","{7BA4A570-5DBA-4761-85CF-DDDAAB03F2E9}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{0488C216-89A6-4EEF-82DC-0775F4E7052E}","","","{7D6DB542-993D-4E46-A7B4-2C6CD0D7E81A}"
"10","E","18","1","0","0","0","1.00","1PFR104","Physical Fitness and Recreation Year 10 Sem 14","4","MAZ","","SC3","1","7","{7BA4A570-5DBA-4761-85CF-DDDAAB03F2E9}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{A9B87346-C226-4659-B2FC-9431F72E64AB}","","{E610ABD1-0D8C-4FD3-B188-79FFF7E97209}","{12C81D5D-2428-414E-870F-75983B40033D}"
"10","F","19","9","2","0","0","1.00","1ENG105","English Year 10 Sem 15","5","ADF","","","1","1","{62C3F690-2E3B-402E-B91D-A9E0618D593F}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{CA15CF69-04A3-4EF1-857C-1FB8196EF329}","","","{BEEC151E-FD1F-4233-81B6-CE77B53FB2E6}"
"10","F","19","9","2","0","0","1.00","1CGC105","Global Consumers and Citizens Year 10 Sem 15","5","CDS","","R11","1","2","{62C3F690-2E3B-402E-B91D-A9E0618D593F}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{DB00DEA4-0EE4-4B76-BD57-BD2C938F82F3}","","{8A9E4A1E-2398-4D6D-8712-7C8E59DFDE08}","{7FD22815-1DCE-45AF-B94C-CEBE8D932D96}"
"10","F","19","9","2","0","0","1.00","1HIS105","History: 1918-1945 WWII Year 10 Sem 15","5","VID","","TC2","1","3","{62C3F690-2E3B-402E-B91D-A9E0618D593F}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{87668229-91A8-4FD3-8866-FDA868C85FC0}","","{1DDAE3A5-1647-4ACA-B92E-A61B6831B1C2}","{4ED1E2B2-D6C1-42A1-8F31-E2BE13193CA6}"
"10","F","19","9","2","0","0","1.00","1SCI105A","Science Year 10 Sem 15A","5A","RIG","","","1","4","{62C3F690-2E3B-402E-B91D-A9E0618D593F}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{9332A614-DF91-49BD-B906-2483EC98BCBF}","","","{7E39F66E-8034-4E56-838D-6ED46112043E}"
"10","F","19","9","2","0","0","1.00","1SCI105B","Science Year 10 Sem 15B","5B","WAN","","","1","5","{62C3F690-2E3B-402E-B91D-A9E0618D593F}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{BA55FEAD-3CEA-4238-8566-277753E52271}","","","{121C3213-F1AF-4C30-82A0-41AFCD871766}"
"10","F","19","9","2","0","0","1.00","1MED105","Media Studies Year 10 Sem 15","5","GAM","","PA2","1","6","{62C3F690-2E3B-402E-B91D-A9E0618D593F}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{16514A4B-8F47-451F-A8B4-B146F5DEE338}","","{4AB93CA4-ADB2-4B43-BCBA-A740592A67CD}","{D4126AA9-E19D-451E-83C0-7DFA4739A8D8}"
"10","F","19","9","2","0","0","1.00","1PFR105","Physical Fitness and Recreation Year 10 Sem 15","5","SMA","","TC1","1","7","{62C3F690-2E3B-402E-B91D-A9E0618D593F}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{154265BE-27BD-455B-9C38-D18B83000A2A}","","{A195018F-53A4-452E-8A91-25D35BE89EE8}","{A0ED5BF9-F32C-4933-A5A9-AA68C5FC973C}"
"10","G","23","6","2","0","0","1.00","1ENG106","English Year 10 Sem 16","6","MMH","","B8","1","1","{C8A0092E-8E20-4D0C-9EC7-912187AC1AF7}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{0B43B9CB-B165-4E07-BF44-4C7DAE17B4B9}","","{53079BBE-CE56-409F-9EA9-E9FD4BCF6DA8}","{3A3E6F9E-4E00-4DCB-B453-8AE07D54DB1D}"
"10","G","23","6","2","0","0","1.00","1EAL106","English as an Additional Language Year 10 Sem 16","6","CLK","","R15","1","2","{C8A0092E-8E20-4D0C-9EC7-912187AC1AF7}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{A84C5BAB-EA9B-46ED-9C6C-FD899B57BF23}","","{3C1FC079-CC73-4730-A6D3-339EF2ED5943}","{4C457F3E-40E5-4A79-A2F9-FA2D195A9863}"
"10","G","23","6","2","0","0","1.00","1MAG106","General Mathematics Year 10 Sem 16","6","ARN","","SC6","1","3","{C8A0092E-8E20-4D0C-9EC7-912187AC1AF7}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{83D556DD-E5DE-479B-A681-DE60B2931BAA}","","{F255817B-E668-4229-84B1-4B389C7F8C9C}","{65E2FFFA-9C94-496A-8F84-59EABB90936B}"
"10","G","23","6","2","0","0","1.00","1MMM106","Mathematical Methods Year 10 Sem 16","6","ZAH","","SC7","1","4","{C8A0092E-8E20-4D0C-9EC7-912187AC1AF7}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{77AB2C57-DB5D-4BE4-A822-77942DEFF211}","","{23BF3753-F584-4992-AA10-D69C8F37A0D9}","{3F61F2F3-BB25-4346-ABF8-22D183E0E38C}"
"10","G","23","6","2","0","0","1.00","1SCI106","Science Year 10 Sem 16","6","WHE","","","1","5","{C8A0092E-8E20-4D0C-9EC7-912187AC1AF7}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{A410B90B-0677-4D90-9625-F32CFC477D59}","","","{1BB236B9-A1A3-46F8-B98E-EC4948FE30AB}"
"10","G","23","6","2","0","0","1.00","1ART106","Studio Art 2D Year 10 Sem 106","6","SCO","","T3","1","6","{C8A0092E-8E20-4D0C-9EC7-912187AC1AF7}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{FD96B827-3789-4AFF-89D0-76165BAECE52}","","{E79ECDB5-EC29-45AA-A6F1-B287601D029B}","{7B85E998-1F30-418B-A674-83B2E8254E1C}"
"10","G","23","6","2","0","0","1.00","1PFR106","Physical Fitness and Recreation Year 10 Sem 16","6","OHA","","R11","1","7","{C8A0092E-8E20-4D0C-9EC7-912187AC1AF7}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{9C24F46D-B4DD-4132-AE3F-D57B95F5B503}","","{8A9E4A1E-2398-4D6D-8712-7C8E59DFDE08}","{9E0F2F29-A1F1-4D01-85D4-AB7EEC81627F}"
"10","G","23","6","2","0","0","1.00","1SCE106","Environmental Science Year 10 Sem 16","6","LIA","","","1","8","{C8A0092E-8E20-4D0C-9EC7-912187AC1AF7}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{08D6C335-CC8C-42A9-8F3B-DD61F2C1E2E6}","","","{49D9DCE8-4C84-42A8-B0D1-1AF284C30F04}"
"10","H","23","1","0","0","0","1.00","1ENG106","English Year 10 Sem 16","6","MMH","","B8","1","1","{261BB3E2-AE30-4B4C-A484-A58AEC375D3A}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{0B43B9CB-B165-4E07-BF44-4C7DAE17B4B9}","","{53079BBE-CE56-409F-9EA9-E9FD4BCF6DA8}","{3A3E6F9E-4E00-4DCB-B453-8AE07D54DB1D}"
"10","H","23","1","0","0","0","1.00","1EAL106","English as an Additional Language Year 10 Sem 16","6","CLK","","R15","1","2","{261BB3E2-AE30-4B4C-A484-A58AEC375D3A}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{A84C5BAB-EA9B-46ED-9C6C-FD899B57BF23}","","{3C1FC079-CC73-4730-A6D3-339EF2ED5943}","{4C457F3E-40E5-4A79-A2F9-FA2D195A9863}"
"10","H","23","1","0","0","0","1.00","1MAG106","General Mathematics Year 10 Sem 16","6","ARN","","SC6","1","3","{261BB3E2-AE30-4B4C-A484-A58AEC375D3A}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{83D556DD-E5DE-479B-A681-DE60B2931BAA}","","{F255817B-E668-4229-84B1-4B389C7F8C9C}","{65E2FFFA-9C94-496A-8F84-59EABB90936B}"
"10","H","23","1","0","0","0","1.00","1MMM106","Mathematical Methods Year 10 Sem 16","6","ZAH","","SC7","1","4","{261BB3E2-AE30-4B4C-A484-A58AEC375D3A}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{77AB2C57-DB5D-4BE4-A822-77942DEFF211}","","{23BF3753-F584-4992-AA10-D69C8F37A0D9}","{3F61F2F3-BB25-4346-ABF8-22D183E0E38C}"
"10","H","23","1","0","0","0","1.00","1SCI106","Science Year 10 Sem 16","6","WHE","","","1","5","{261BB3E2-AE30-4B4C-A484-A58AEC375D3A}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{A410B90B-0677-4D90-9625-F32CFC477D59}","","","{1BB236B9-A1A3-46F8-B98E-EC4948FE30AB}"
"10","H","23","1","0","0","0","1.00","1ART106","Studio Art 2D Year 10 Sem 106","6","SCO","","T3","1","6","{261BB3E2-AE30-4B4C-A484-A58AEC375D3A}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{FD96B827-3789-4AFF-89D0-76165BAECE52}","","{E79ECDB5-EC29-45AA-A6F1-B287601D029B}","{7B85E998-1F30-418B-A674-83B2E8254E1C}"
"10","H","23","1","0","0","0","1.00","1PFR106","Physical Fitness and Recreation Year 10 Sem 16","6","OHA","","R11","1","7","{261BB3E2-AE30-4B4C-A484-A58AEC375D3A}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{9C24F46D-B4DD-4132-AE3F-D57B95F5B503}","","{8A9E4A1E-2398-4D6D-8712-7C8E59DFDE08}","{9E0F2F29-A1F1-4D01-85D4-AB7EEC81627F}"
"10","H","23","1","0","0","0","1.00","1SCE106","Environmental Science Year 10 Sem 16","6","LIA","","","1","8","{261BB3E2-AE30-4B4C-A484-A58AEC375D3A}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{08D6C335-CC8C-42A9-8F3B-DD61F2C1E2E6}","","","{49D9DCE8-4C84-42A8-B0D1-1AF284C30F04}"
"10","I","23","2","0","0","0","1.00","1ENG106","English Year 10 Sem 16","6","MMH","","B8","1","1","{7FFCC4A2-A6EF-4179-882F-4CEDF7D9CF15}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{0B43B9CB-B165-4E07-BF44-4C7DAE17B4B9}","","{53079BBE-CE56-409F-9EA9-E9FD4BCF6DA8}","{3A3E6F9E-4E00-4DCB-B453-8AE07D54DB1D}"
"10","I","23","2","0","0","0","1.00","1EAL106","English as an Additional Language Year 10 Sem 16","6","CLK","","R15","1","2","{7FFCC4A2-A6EF-4179-882F-4CEDF7D9CF15}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{A84C5BAB-EA9B-46ED-9C6C-FD899B57BF23}","","{3C1FC079-CC73-4730-A6D3-339EF2ED5943}","{4C457F3E-40E5-4A79-A2F9-FA2D195A9863}"
"10","I","23","2","0","0","0","1.00","1MAG106","General Mathematics Year 10 Sem 16","6","ARN","","SC6","1","3","{7FFCC4A2-A6EF-4179-882F-4CEDF7D9CF15}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{83D556DD-E5DE-479B-A681-DE60B2931BAA}","","{F255817B-E668-4229-84B1-4B389C7F8C9C}","{65E2FFFA-9C94-496A-8F84-59EABB90936B}"
"10","I","23","2","0","0","0","1.00","1MMM106","Mathematical Methods Year 10 Sem 16","6","ZAH","","SC7","1","4","{7FFCC4A2-A6EF-4179-882F-4CEDF7D9CF15}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{77AB2C57-DB5D-4BE4-A822-77942DEFF211}","","{23BF3753-F584-4992-AA10-D69C8F37A0D9}","{3F61F2F3-BB25-4346-ABF8-22D183E0E38C}"
"10","I","23","2","0","0","0","1.00","1SCI106","Science Year 10 Sem 16","6","WHE","","","1","5","{7FFCC4A2-A6EF-4179-882F-4CEDF7D9CF15}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{A410B90B-0677-4D90-9625-F32CFC477D59}","","","{1BB236B9-A1A3-46F8-B98E-EC4948FE30AB}"
"10","I","23","2","0","0","0","1.00","1ART106","Studio Art 2D Year 10 Sem 106","6","SCO","","T3","1","6","{7FFCC4A2-A6EF-4179-882F-4CEDF7D9CF15}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{FD96B827-3789-4AFF-89D0-76165BAECE52}","","{E79ECDB5-EC29-45AA-A6F1-B287601D029B}","{7B85E998-1F30-418B-A674-83B2E8254E1C}"
